director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Richard Shepard,95,101,46,2,Zan Marolt,506,876671,James Brolin,The Hunting Party ,22539,511,Ljubomir Kerekes,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,90,English,USA,R,25000000,2007,3,6.9,0
Marc F. Adler,39,94,0,394,Anne Bancroft,872,511920,Eric Idle,Delgo ,2512,2652,Kelly Ripa,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,27,English,USA,PG,40000000,2008,829,4.4,212
John Woo,161,150,622,478,Takeshi Kaneshiro,771,626809,Tony Chiu-Wai Leung,Red Cliff ,38239,2318,Wei Zhao,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,106,Mandarin,China,R,553632000,2008,758,7.4,0
Jeff Nathanson,42,93,27,634,Glenn Morshower,2000,463730,Matthew Broderick,The Last Shot ,3837,5358,Tim Blake Nelson,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,39,English,USA,R,,2004,912,5.7,92
Peter Ho-Sun Chan,107,113,31,504,Takeshi Kaneshiro,5000,128978,Jet Li,The Warlords ,23487,6293,Andy Lau,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,63,Mandarin,Hong Kong,R,40000000,2007,758,7.1,0
Bibo Bergeron,63,90,10,543,Bob Balaban,1000,,Adam Goldberg,A Monster in Paris ,16528,3282,François Cluzet,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,40,French,France,PG,25000000,2011,588,6.8,0
Mario Van Peebles,15,128,576,181,Johnny Wactor,13000,,Nicolas Cage,USS Indianapolis: Men of Courage ,4480,13952,Emily Tennant,http://www.imdb.com/title/tt2032572/?ref_=fn_tt_tt_1,56,English,USA,R,40000000,2016,181,5.1,0
Sergei Bodrov,28,112,44,2,Jason Scott Lee,575,77231,Kuno Becker,Nomad: The Warrior ,3390,1114,Ayanat Ksenbai,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,32,Kazakh,France,R,25000000,2005,537,6,263
Yuefeng Song,4,88,0,90,Graham Beckel,752,,Lucas Grabeel,Dragon Nest: Warriors' Dawn ,2355,1145,Tian Jing,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,20,English,China,,40000000,2014,98,6.4,0
Alex Proyas,119,98,297,639,Michael Massee,771,50693162,Michael Wincott,The Crow ,141866,2902,Bai Ling,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1,553,English,USA,R,23000000,1994,696,7.6,16000
Michael Lehmann,111,102,38,550,Colin Ferguson,2000,42640890,Diane Keaton,Because I Said So ,33318,4097,Tom Everett Scott,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,184,English,USA,PG-13,,2007,764,5.6,0
Robert Schwentke,212,107,126,103,Brooklynn Proulx,162,63411478,Arliss Howard,The Time Traveler's Wife ,120112,603,Michelle Nolden,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,237,English,USA,PG-13,39000000,2009,142,7.1,13000
Tim Burton,377,87,13000,814,Martin Landau,1000,35287788,Catherine O'Hara,Frankenweenie ,78574,4940,Martin Short,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,171,English,USA,PG,39000000,2012,964,7,25000
Jonathan Lynn,23,93,39,279,Phil Hartman,620,30400000,Austin Pendleton,Sgt. Bilko ,18326,2252,Max Casella,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,74,English,USA,PG,39000000,1996,552,5.7,504
Richard Lester,97,125,57,410,Jackie Cooper,636,60000000,Margot Kidder,Superman III ,52663,1897,Annette O'Toole,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,229,English,Netherlands,PG,39000000,1983,442,4.9,0
Charles S. Dutton,76,110,566,533,Charles S. Dutton,877,5881504,Omar Epps,Against the Ropes ,6070,3366,Tim Daly,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,49,English,USA,PG-13,39000000,2004,566,5.3,178
Kar-Wai Wong,275,122,0,8,Hye-kyo Song,771,6594136,Tony Chiu-Wai Leung,The Grandmaster ,25773,1073,Elvis Tsui,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,111,Mandarin,Hong Kong,PG-13,38600000,2013,291,6.5,13000
Joss Whedon,274,119,0,282,Sean Maher,2000,25335935,Adam Baldwin,Serenity ,250603,2859,Michael Hitchcock,http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1,1602,English,USA,PG-13,40000000,2005,504,8,14000
Rob Cohen,189,106,364,4000,Vin Diesel,23000,144512310,Paul Walker,The Fast and the Furious ,284837,45416,Jordana Brewster,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,1002,English,USA,PG-13,38000000,2001,14000,6.7,14000
Andy Tennant,71,108,72,561,Mary Lynn Rajskub,1000,127214072,Ethan Embry,Sweet Home Alabama ,86896,4403,Courtney Gains,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,394,English,USA,PG-13,38000000,2002,931,6.2,0
Robert Rodriguez,102,100,0,853,Alexa PenaVega,12000,85570368,Steve Buscemi,Spy Kids 2: Island of Lost Dreams ,47414,17488,Cheech Marin,http://www.imdb.com/title/tt0287717/?ref_=fn_tt_tt_1,107,English,USA,PG,38000000,2002,2000,5.1,496
Robert Luketic,173,96,126,954,John Michael Higgins,18000,88915214,Gerard Butler,The Ugly Truth ,171560,22583,Eric Winter,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,169,English,USA,R,38000000,2009,990,6.5,0
David Carson,98,118,19,783,Jonathan Frakes,1000,75668868,Alan Ruck,Star Trek: Generations ,63246,5818,Michael Dorn,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1,259,English,USA,PG,35000000,1994,959,6.6,0
Andy Fickman,77,94,97,570,D.B. Woodside,3000,71038190,Neal McDonough,Paul Blart: Mall Cop 2 ,25871,6733,Daniella Alonso,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,133,English,USA,PG,30000000,2015,678,4.4,0
John Hamburg,139,111,32,669,Zoey Deutch,11000,60312925,James Franco,Why Him? ,35513,13646,Megan Mullally,http://www.imdb.com/title/tt4501244/?ref_=fn_tt_tt_1,101,English,USA,R,38000000,2016,895,6.3,7000
Francis Lawrence,274,120,508,1000,Christoph Waltz,21000,58700247,Robert Pattinson,Water for Elephants ,98268,36292,James Frain,http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,269,English,USA,PG-13,38000000,2011,11000,6.9,33000
,17,60,,988,John Lithgow,23000,,Joseph Gordon-Levitt,3rd Rock from the Sun             ,39719,27245,Wayne Knight,http://www.imdb.com/title/tt0115082/?ref_=fn_tt_tt_1,86,English,USA,TV-PG,,,2000,7.8,0
Norman Jewison,64,146,282,494,Vincent Pastore,19000,50668906,Denzel Washington,The Hurricane ,79367,21591,Deborah Kara Unger,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,267,English,USA,R,50000000,1999,591,7.6,0
David Mirkin,116,123,7,729,Anne Bancroft,973,40334024,Sarah Silverman,Heartbreakers ,45441,3098,Jeffrey Jones,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,218,English,USA,PG-13,35000000,2001,829,6.2,1000
J Blakeson,209,112,5,743,Maggie Siff,17000,34912982,Chloë Grace Moretz,The 5th Wave ,71832,20040,Nick Robinson,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,293,English,USA,PG-13,38000000,2016,1000,5.2,14000
David Twohy,207,134,127,569,Alexa Davalos,14000,57637485,Vin Diesel,The Chronicles of Riddick ,190079,17370,Christina Cox,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1,668,English,USA,PG-13,105000000,2004,909,6.7,0
Michael Apted,96,115,157,795,Jeff Kober,1000,39177215,Bill Cobbs,Enough ,31980,3868,Billy Campbell,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,236,English,USA,PG-13,38000000,2002,941,5.6,3000
Ron Howard,397,123,0,479,Olivia Wilde,26000,26903709,Chris Hemsworth,Rush ,336592,37274,Alexandra Maria Lara,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,486,English,UK,R,38000000,2013,10000,8.1,84000
Paul McGuigan,166,111,121,370,Djimon Hounsou,11000,31806100,Chris Evans,Push ,93745,15291,Hal Yamanouchi,http://www.imdb.com/title/tt0465580/?ref_=fn_tt_tt_1,228,English,USA,PG-13,38000000,2009,3000,6.1,0
Luis Mandoki,106,102,49,286,Shirley Knight,336,24044532,Sonia Braga,Angel Eyes ,20066,1498,Kari Matchett,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,180,English,USA,R,53000000,2001,309,5.6,705
John Pasquin,53,98,11,517,Ken Marino,851,22770864,Jim Belushi,Joe Somebody ,8729,2934,Kelly Lynch,http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1,86,English,USA,PG,38000000,2001,578,5.5,172
Roman Polanski,171,133,0,553,Frank Langella,40000,18653746,Johnny Depp,The Ninth Gate ,141953,42428,Lena Olin,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,641,English,Spain,R,38000000,1999,948,6.7,0
Michael Apted,47,118,157,90,Paul Guilfoyle,24000,17305211,J.K. Simmons,Extreme Measures ,14592,24379,Debra Monk,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,75,English,USA,R,38000000,1996,211,6.1,405
Stephen Herek,106,105,82,317,Beth Grant,6000,16991902,Timothy Olyphant,Rock Star ,35576,7318,Dagmara Dominczyk,http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1,191,English,USA,R,57000000,2001,671,6.2,0
Ridley Scott,37,129,0,1000,Jason Marsden,12000,10300000,Jeff Bridges,White Squall ,18422,16545,Ethan Embry,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,92,English,USA,PG-13,38000000,1996,1000,6.6,935
John Carpenter,323,109,0,145,Donald Moffat,168,13782838,Richard Masur,The Thing ,276356,848,David Clennon,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,937,English,USA,R,15000000,1982,148,8.2,26000
Gil Kenan,118,90,27,299,Mackenzie Crook,13000,7871693,Bill Murray,City of Ember ,54986,14792,Marianne Jean-Baptiste,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,105,English,USA,PG,55000000,2008,873,6.5,0
Jeb Stuart,39,118,12,14,Gregory Scott Cummins,6000,6482195,William Fichtner,Switchback ,10325,6082,Claudia Stedelin,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,85,English,USA,R,37000000,1997,39,6.4,424
Steve Miner,29,110,50,111,Leonor Varela,582,623374,Usher Raymond,Texas Rangers ,4848,1138,Randy Travis,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,67,English,USA,PG-13,38000000,2001,430,5.2,511
David Leland,20,97,2,224,Ryan Cartwright,4000,,Hayden Christensen,Virgin Territory ,6804,4918,David Walliams,http://www.imdb.com/title/tt0437954/?ref_=fn_tt_tt_1,30,English,Italy,R,38000000,2007,484,4.8,379
Kirk Jones,168,110,53,670,Dennis Quaid,10000,41102171,Anna Kendrick,What to Expect When You're Expecting ,59724,13427,Thomas Lennon,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,89,English,USA,PG-13,40000000,2012,2000,5.7,14000
Gary Fleder,85,130,42,566,Nicole Beharie,2000,9589875,Dennis Quaid,The Express ,17205,5242,Charles S. Dutton,http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1,47,English,USA,PG,40000000,2008,903,7.3,0
Catherine Hardwicke,350,122,314,10000,Taylor Lautner,17000,191449475,Kristen Stewart,Twilight ,359851,42125,Anna Kendrick,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1540,English,USA,PG-13,37000000,2008,12000,5.2,20000
Paul Thomas Anderson,548,144,0,15,Jeffrey W. Jenkins,377,16377274,Mike Howard,The Master ,112051,427,Bruce Goodchild,http://www.imdb.com/title/tt1560747/?ref_=fn_tt_tt_1,410,English,USA,R,32000000,2012,20,7.1,27000
Rawson Marshall Thurber,290,118,47,670,Molly C. Quinn,750,150368971,Laura-Leigh Claire,We're the Millers ,332751,3512,Thomas Lennon,http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1,306,English,USA,R,37000000,2013,721,7,35000
Ryan Coogler,453,133,0,542,Phylicia Rashad,13000,109712885,Sylvester Stallone,Creed ,173417,15201,Graham McTavish,http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1,397,English,USA,PG-13,35000000,2015,607,7.6,73000
Ben Affleck,381,150,0,212,Jon Hamm,10000,92173235,Jeremy Renner,The Town ,293140,14366,Owen Burke,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,421,English,USA,R,37000000,2010,4000,7.6,29000
Charles Martin Smith,130,113,189,653,Michael Roark,11000,72279690,Morgan Freeman,Dolphin Tale ,18621,14259,Harry Connick Jr.,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,90,English,USA,PG,37000000,2011,682,6.9,10000
Ethan Coen,343,96,1000,709,Brad Pitt,24000,60338891,J.K. Simmons,Burn After Reading ,258679,37188,Kevin Sussman,http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1,548,English,USA,R,37000000,2008,12000,7,0
Jennifer Flackett,137,96,3,36,Anthony Simcoe,18000,48006503,Gerard Butler,Nim's Island ,29003,18182,Christopher James Baker,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,110,English,USA,PG,37000000,2008,85,6,0
Christian Ditter,161,110,12,596,Damon Wayans Jr.,2000,46813366,Alison Brie,How to Be Single ,58396,5433,Nicholas Braun,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,105,English,USA,R,38000000,2016,770,6.1,15000
Kevin Smith,203,107,0,591,Tracy Morgan,13000,44867349,Bruce Willis,Cop Out ,77040,14517,Kevin Pollak,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1,175,English,USA,R,37000000,2010,655,5.6,0
Kirk De Micco,83,81,16,415,Kenan Thompson,561,30105968,Cheryl Hines,Space Chimps ,9173,2362,Omid Abtahi,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1,46,English,USA,G,37000000,2008,533,4.5,288
Mikael Håfström,267,114,101,668,Colin O'Donoghue,12000,33037754,Anthony Hopkins,The Rite ,78464,16905,Torrey DeVitto,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1,198,English,USA,PG-13,37000000,2011,3000,6,24000
Paul Thomas Anderson,222,188,0,274,Neil Flynn,823,22450975,Patton Oswalt,Magnolia ,248758,2011,Jim Meskimen,http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1,1443,English,USA,R,37000000,1999,671,8,13000
Cameron Crowe,142,105,501,13000,Bradley Cooper,15000,20991497,Emma Stone,Aloha ,44502,44172,Bill Murray,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,177,English,USA,PG-13,37000000,2015,14000,5.4,12000
Fedor Bondarchuk,15,115,35,31,Fedor Bondarchuk,469,,Yuliya Snigir,Dark Planet ,4559,612,Aleksey Serebryakov,http://www.imdb.com/title/tt0972558/?ref_=fn_tt_tt_1,23,Russian,Russia,,29500000,2009,35,5.2,273
Logan Ridenbaugh,,,0,,,0,,Logan Ridenbaugh,Gnomeo and Juliet             ,11,0,,http://www.imdb.com/title/tt2133584/?ref_=fn_tt_tt_1,,,,,,,,7.3,0
Nick Cassavetes,129,116,417,685,Anne Heche,19000,71026631,Denzel Washington,John Q ,103531,22064,Laura Harring,http://www.imdb.com/title/tt0251160/?ref_=fn_tt_tt_1,397,English,USA,PG-13,36000000,2002,714,7.1,0
Les Mayfield,38,93,10,409,Dave Chappelle,800,68208190,Peter Greene,Blue Streak ,62719,3069,Tamala Jones,http://www.imdb.com/title/tt0181316/?ref_=fn_tt_tt_1,148,English,USA,PG-13,65000000,1999,755,6.3,0
Irvin Kershner,88,121,886,151,Klaus Maria Brandauer,183,55500000,Bernie Casey,Never Say Never Again ,50585,821,Barbara Carrera,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,219,English,UK,PG,36000000,1983,171,6.2,0
Steve Pink,265,101,39,325,Collette Wolfe,502,50213619,Charlie McDermott,Hot Tub Time Machine ,143109,1290,Crystal Lowe,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1,248,English,USA,R,36000000,2010,395,6.4,12000
Charles Martin Smith,54,107,189,498,Harry Connick Jr.,11000,42019483,Morgan Freeman,Dolphin Tale 2 ,6464,13812,Alana Cavanaugh,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,33,English,USA,PG,36000000,2014,653,6.4,0
Jonathan Mostow,74,93,86,267,M.C. Gainey,555,50129186,Kathleen Quinlan,Breakdown ,39792,1928,J.T. Walsh,http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1,220,English,USA,R,36000000,1997,296,6.9,0
David Frankel,161,97,67,3000,Will Smith,14000,30982955,Kate Winslet,Collateral Beauty ,36163,27521,Helen Mirren,http://www.imdb.com/title/tt4682786/?ref_=fn_tt_tt_1,179,English,USA,PG-13,36000000,2016,10000,6.7,16000
John Frankenheimer,130,124,297,287,Clarence Williams III,1000,23360779,James Frain,Reindeer Games ,32375,1909,Isaac Hayes,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1,215,English,USA,R,42000000,2000,530,5.7,898
F. Gary Gray,110,109,483,941,Timothy Olyphant,14000,26183197,Vin Diesel,A Man Apart ,39651,22668,Jeff Kober,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,137,English,USA,R,36000000,2003,6000,6.1,0
Scott Hicks,94,127,96,619,Reeve Carney,779,14378353,Rick Yune,Snow Falling on Cedars ,12576,2529,Daniel von Bargen,http://www.imdb.com/title/tt0120834/?ref_=fn_tt_tt_1,196,English,USA,PG-13,35000000,1999,639,6.8,920
Rob Reiner,32,130,0,755,Virginia Madsen,2000,13052741,Alexa PenaVega,Ghosts of Mississippi ,8815,4108,Craig T. Nelson,http://www.imdb.com/title/tt0116410/?ref_=fn_tt_tt_1,60,English,USA,PG-13,36000000,1996,1000,6.7,624
Andrew Niccol,174,106,487,266,Xander Berkeley,717,12339633,Blair Underwood,Gattaca ,231125,2034,Mason Gamble,http://www.imdb.com/title/tt0119177/?ref_=fn_tt_tt_1,650,English,USA,PG-13,36000000,1997,535,7.8,18000
Andrew Bergman,62,95,34,487,Nathan Lane,1000,2954405,Stockard Channing,Isn't She Great ,2020,3053,John Larroquette,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,64,English,USA,R,44000000,2000,893,5.4,135
Wilson Yip,80,105,26,52,Lynn Hung,459,2126511,Mike Tyson,Ip Man 3 ,28804,623,Kwok-Kwan Chan,http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1,55,Cantonese,China,PG-13,36000000,2015,85,7.1,12000
Roland Joffé,76,106,627,820,Jordi Mollà,2000,1068392,Charles Dance,There Be Dragons ,4004,5562,Dougray Scott,http://www.imdb.com/title/tt1316616/?ref_=fn_tt_tt_1,54,English,Spain,PG-13,36000000,2011,875,5.9,2000
Chris Rock,45,95,0,457,Tracy Morgan,847,37788228,Dylan Baker,Head of State ,15461,3654,Robin Givens,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1,81,English,USA,PG-13,35200000,2003,655,5.4,725
Todd Phillips,335,108,484,726,Rob Riggle,14000,277313371,Bradley Cooper,The Hangover ,608192,17734,Mike Epps,http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1,623,English,USA,R,35000000,2009,900,7.8,25000
John Lee Hancock,264,129,110,657,Catherine Dyer,803,255950375,Quinton Aaron,The Blind Side ,235734,3529,Kim Dickens,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,435,English,USA,PG-13,29000000,2009,769,7.7,40000
Tim Burton,188,126,13000,493,Jack Palance,935,251188924,Michael Gough,Batman ,281415,2950,William Hootkins,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,833,English,USA,PG-13,35000000,1989,662,7.6,12000
Jay Roach,198,95,118,655,Seth Green,47000,205399422,Muse Watson,Austin Powers: The Spy Who Shagged Me ,187459,51262,Verne Troyer,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,785,English,USA,PG-13,33000000,1999,2000,6.6,0
Ethan Coen,494,110,1000,3000,Jeff Bridges,14000,171031347,Matt Damon,True Grit ,253430,30014,Josh Brolin,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,735,English,USA,PG-13,38000000,2010,12000,7.6,37000
Richard Donner,67,121,509,97,Nick Chinlund,843,144731527,Rene Russo,Lethal Weapon 3 ,133218,1492,Stuart Wilson,http://www.imdb.com/title/tt0104714/?ref_=fn_tt_tt_1,137,English,USA,R,35000000,1992,282,6.7,0
Brett Ratner,71,98,485,474,Ken Leung,1000,141153686,Tom Wilkinson,Rush Hour ,196463,2478,Chris Penn,http://www.imdb.com/title/tt0120812/?ref_=fn_tt_tt_1,323,English,USA,PG-13,33000000,1998,515,6.9,0
Seth Gordon,275,120,92,688,Eric Stonestreet,2000,134455175,Jonathan Banks,Identity Thief ,102309,3857,T.I.,http://www.imdb.com/title/tt2024432/?ref_=fn_tt_tt_1,235,English,USA,R,35000000,2013,927,5.7,17000
Seth Gordon,341,106,92,466,Meghan Markle,18000,117528646,Kevin Spacey,Horrible Bosses ,366824,20675,Lindsay Sloane,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1,391,English,USA,R,35000000,2011,2000,6.9,31000
David Frankel,206,109,67,518,Anne Hathaway,13000,124732962,Meryl Streep,The Devil Wears Prada ,300598,25956,Rebecca Mader,http://www.imdb.com/title/tt0458352/?ref_=fn_tt_tt_1,637,English,USA,PG-13,35000000,2006,11000,6.8,10000
Robert Rodriguez,120,88,0,649,Cheech Marin,2000,112692062,Alexa PenaVega,Spy Kids ,88200,4519,Daryl Sabara,http://www.imdb.com/title/tt0227538/?ref_=fn_tt_tt_1,205,English,USA,PG,35000000,2001,853,5.4,0
John Lee Hancock,412,125,110,848,Ruth Wilson,15000,83299761,Tom Hanks,Saving Mr. Banks ,124662,19861,Bradley Whitford,http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1,316,English,USA,PG-13,35000000,2013,2000,7.5,39000
Judd Apatow,345,129,0,215,Randall Park,507,110008260,Amy Schumer,Trainwreck ,105029,1501,Josh Segarra,http://www.imdb.com/title/tt3152624/?ref_=fn_tt_tt_1,326,English,Japan,R,35000000,2015,400,6.3,26000
Robert Wise,134,143,389,698,Nichelle Nichols,12000,82300000,Leonard Nimoy,Star Trek: The Motion Picture ,66730,16476,Walter Koenig,http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1,415,English,USA,G,35000000,1979,845,6.4,0
Robert Luketic,142,123,126,1000,Jim Sturgess,18000,81159365,Kevin Spacey,21 ,197424,25689,Josh Gad,http://www.imdb.com/title/tt0478087/?ref_=fn_tt_tt_1,283,English,USA,PG-13,35000000,2008,5000,6.8,0
Martin Scorsese,123,128,17000,406,Robert Mitchum,22000,79100000,Robert De Niro,Cape Fear ,134227,24056,Joe Don Baker,http://www.imdb.com/title/tt0101540/?ref_=fn_tt_tt_1,272,English,USA,R,35000000,1991,1000,7.3,0
Anthony Minghella,117,162,338,367,Kristin Scott Thomas,14000,78651430,Colin Firth,The English Patient ,148958,15946,Jürgen Prochnow,http://www.imdb.com/title/tt0116209/?ref_=fn_tt_tt_1,465,English,USA,R,27000000,1996,1000,7.4,0
Thor Freudenthal,105,100,88,475,Kevin Dillon,3000,73023275,Don Cheadle,Hotel for Dogs ,17129,5446,Yvette Nicole Brown,http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1,58,English,USA,PG,35000000,2009,589,5.4,0
Kevin Rodney Sullivan,104,105,9,275,Sherri Shepherd,355,67962333,Nicole Sullivan,Guess Who ,34823,1741,RonReaco Lee,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,162,English,USA,PG-13,35000000,2005,289,5.9,943
Judd Apatow,287,134,0,122,Maude Apatow,530,67523385,Charlyne Yi,This Is 40 ,107688,1069,Mackenzie Aladjem,http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1,248,English,USA,R,35000000,2012,132,6.2,18000
Curtis Hanson,185,138,276,211,Matt McCoy,18000,64604977,Kevin Spacey,L.A. Confidential ,435777,19142,Paul Guilfoyle,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1,635,English,USA,R,35000000,1997,407,8.3,11000
Mike Mitchell,127,100,44,596,Kelly Preston,953,63939454,Michael Angarano,Sky High ,64479,2999,Nicholas Braun,http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1,221,English,USA,PG,35000000,2005,752,6.2,0
Wes Craven,263,101,0,695,Lin Shaye,40000,26505000,Johnny Depp,A Nightmare on Elm Street ,158742,43240,Amanda Wyss,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,684,English,USA,R,1800000,1984,970,7.5,11000
